x,y,z,pitch,yaw,roll,state,trigger,type
-0.1183316,1.492612,-0.2777213,4.178954,163.554,-0.0380249,1,1,Grayscale
-0.1315625,1.49525,-0.2814904,2.88657,176.1315,0.2071015,1,1,Grayscale
-0.1482439,1.492928,-0.284162,4.807878,-170.226,-0.3934326,1,1,Grayscale
-0.1682583,1.489066,-0.2842919,6.864927,-155.7919,0.163619,1,1,Grayscale
-0.1882104,1.488693,-0.2775851,5.621346,-140.4108,1.588954,1,1,Grayscale
-0.2032987,1.485852,-0.2653927,4.927039,-127.0943,2.108382,1,1,Grayscale
-0.2152898,1.487067,-0.2464746,4.106183,-111.6472,3.031078,1,1,Grayscale
-0.2220365,1.494426,-0.2230718,0.1742862,-93.05615,3.255162,1,1,Grayscale
-0.2228392,1.501927,-0.205978,-4.399384,-76.83597,0.9881489,1,1,Grayscale
-0.2192162,1.504807,-0.1958578,-5.617981,-61.73145,-0.4699707,1,1,Grayscale
-0.2125186,1.500492,-0.1943329,-4.565552,-47.39865,-2.341431,1,1,Grayscale
-0.2051005,1.499616,-0.2006883,-1.733765,-34.39435,-3.084045,1,1,Grayscale
-0.1966035,1.495571,-0.212486,0.2694983,-24.12802,-1.368835,1,1,Grayscale
-0.1873287,1.490847,-0.2262248,0.4076977,-16.35175,-0.5751343,1,1,Grayscale
-0.1766706,1.486566,-0.238182,0.6410678,-9.674591,0.2401932,1,1,Grayscale
-0.1648698,1.486638,-0.2464926,0.6774291,-3.021271,0.5223933,1,1,Grayscale
-0.1518039,1.48768,-0.2526683,1.402047,3.134233,1.024528,1,1,Grayscale
-0.1377492,1.491393,-0.2563742,0.7157664,8.235367,1.423909,1,1,Grayscale
-0.1199153,1.495242,-0.2577954,0.2004943,13.75105,0.9334767,1,1,Grayscale
-0.1005384,1.498323,-0.2571177,-0.4887695,18.85964,1.407585,1,1,Grayscale
-0.07847352,1.50174,-0.2557664,-1.264465,24.86261,1.005733,1,1,Grayscale
-0.05441209,1.500127,-0.2581916,-1.644623,32.93921,1.100964,1,1,Grayscale
-0.03347966,1.494239,-0.2643228,-1.497284,41.0817,1.621458,1,1,Grayscale
-0.0187555,1.489113,-0.2743526,-0.5361938,49.76497,1.144748,1,1,Grayscale
-0.01409329,1.487535,-0.2833803,0.2178738,57.16575,0.2016819,1,1,Grayscale
-0.0207596,1.485155,-0.2888004,0.9595434,61.54112,-0.2736511,1,1,Grayscale
-0.03860669,1.48287,-0.2909413,1.724529,64.06469,-0.2635803,1,1,Grayscale
-0.06227391,1.486837,-0.2887975,4.459582,65.02225,-0.4743652,1,1,Grayscale
-0.09135541,1.479702,-0.2860045,7.85985,63.48131,0.9120272,1,1,Grayscale
-0.1199981,1.470648,-0.2876481,10.86269,61.99189,0.8559092,1,1,Grayscale
-0.1458391,1.467113,-0.2930608,13.06667,61.98578,1.136297,1,1,Grayscale
-0.1682467,1.466101,-0.2977602,13.65559,62.68679,0.02077649,1,1,Grayscale
-0.1876603,1.465342,-0.3001097,13.31513,63.0077,0.1927635,1,1,Grayscale
-0.2024202,1.466516,-0.3001995,11.94931,62.22356,1.921656,1,1,Grayscale
-0.2146791,1.466246,-0.3002034,12.12058,60.66525,2.698986,1,1,Grayscale
-0.2242613,1.465572,-0.2993468,12.3213,59.25639,3.121907,1,1,Grayscale
-0.2319974,1.465257,-0.2995442,12.22084,58.84319,3.34944,1,1,Grayscale
-0.2362563,1.466232,-0.2998463,11.35556,58.83577,3.188162,1,1,Grayscale
-0.2374876,1.466926,-0.2996868,10.96974,58.78736,3.245773,1,1,Grayscale
-0.2351537,1.466808,-0.2993865,11.27887,58.77355,2.74036,1,1,Grayscale
-0.2311928,1.466016,-0.3001309,11.8571,59.39682,2.282384,1,1,Grayscale
-0.2273949,1.465422,-0.3016809,12.35496,60.23256,1.981637,1,1,Grayscale
-0.2238652,1.465077,-0.303844,12.66358,61.0408,1.259264,1,1,Grayscale
-0.2212174,1.465028,-0.3061498,12.87857,61.86517,0.6092826,1,1,Grayscale
-0.2196791,1.465125,-0.3082313,12.95716,62.47747,0.3363038,1,1,Grayscale
-0.2185827,1.465486,-0.3104794,13.34088,63.09441,-0.2828369,1,1,Grayscale
-0.2160897,1.466666,-0.3123236,13.45037,63.52875,-0.1889648,1,1,Grayscale
-0.2126635,1.468573,-0.3136385,13.79961,63.43702,-0.5041199,1,1,Grayscale
-0.2065944,1.470919,-0.3159018,13.87935,63.71029,-1.053436,1,1,Grayscale
-0.2000087,1.472384,-0.3170364,14.22259,63.83588,-1.045715,1,1,Grayscale
-0.1932512,1.473905,-0.3180991,14.25071,63.98903,-1.168884,0,0,Grayscale
-0.1841851,1.477046,-0.3207031,14.75631,64.38721,-0.9001465,0,0,Grayscale
-0.1772586,1.477815,-0.3250445,14.76769,64.67853,-0.7432861,0,0,Grayscale
-0.1715416,1.478902,-0.3296032,14.80795,64.60315,-0.3282471,0,0,Grayscale
-0.1668234,1.479124,-0.3331742,14.63007,63.67499,-0.4567566,0,0,Grayscale
-0.1638364,1.478006,-0.3364532,15.28672,63.00604,-0.5380859,0,0,Grayscale
-0.1611658,1.477754,-0.3393564,15.16917,62.40157,-0.7016602,0,0,Grayscale
-0.1583249,1.477396,-0.3417019,15.07479,61.97298,-0.6825256,0,0,Grayscale
-0.1562501,1.477149,-0.3428876,15.31359,61.76168,-0.6686401,0,0,Grayscale
-0.1533983,1.477354,-0.3438042,15.20255,61.86148,-0.6837769,0,0,Grayscale
-0.1514902,1.477299,-0.34411,15.22987,62.06113,-0.605957,0,0,Grayscale
-0.1497321,1.477286,-0.3442409,15.381,62.18314,-0.5800476,0,0,Grayscale
-0.1480314,1.477461,-0.344047,15.29936,62.20259,-0.5071411,0,0,Grayscale
-0.1462931,1.477359,-0.3434112,15.37818,62.06207,-0.5861816,0,0,Grayscale
-0.1442574,1.477077,-0.3424075,15.57171,61.88802,-0.5071411,0,0,Grayscale
-0.1424766,1.477135,-0.3413118,15.52989,61.62965,-0.4637451,0,0,Grayscale
-0.14068,1.477251,-0.3396949,15.49588,61.16721,-0.3865356,0,0,Grayscale
-0.1386865,1.477101,-0.3383468,15.63094,60.59694,-0.4207764,0,0,Grayscale
-0.1361126,1.476955,-0.3369235,15.79404,60.77629,-0.6967773,0,0,Grayscale
-0.1344124,1.476763,-0.3350251,16.07484,62.22953,-0.4597473,0,0,Grayscale
-0.1337405,1.477277,-0.3333837,15.20027,65.32617,0.8123973,0,0,Grayscale
-0.1331415,1.479484,-0.3327087,13.59177,69.04573,1.842578,0,0,Grayscale
