Height, Angle, State, IsTriggered, Intervention
1.537519,15.86345,0,0,Icon
1.538556,15.5327,0,0,Icon
1.539297,15.33288,0,0,Icon
1.538966,15.42465,0,0,Icon
1.539036,15.39094,0,0,Icon
1.539329,15.29107,0,0,Icon
1.539786,15.13985,0,0,Icon
1.54509,13.15427,0,0,Icon
1.553863,8.009867,0,0,Icon
1.557143,6.585461,0,0,Icon
1.560516,5.478133,0,0,Icon
1.564578,3.438701,0,0,Icon
1.56846,1.425907,0,0,Icon
1.570962,0.6968414,0,0,Icon
1.575632,-2.012573,0,0,Icon
1.581193,-4.065216,0,0,Icon
1.586592,-5.762085,0,0,Icon
1.581047,-5.62262,0,0,Icon
1.585405,-9.640961,0,0,Icon
1.590418,-12.03708,0,0,Icon
1.597409,-13.11871,0,0,Icon
1.594501,-9.65271,0,0,Icon
1.595622,-10.83792,0,0,Icon
1.595902,-11.55582,0,0,Icon
1.596165,-11.16818,0,0,Icon
1.595062,-11.31729,0,0,Icon
1.593168,-10.78101,0,0,Icon
1.59266,-10.33005,0,0,Icon
1.592365,-10.31573,0,0,Icon
1.592742,-10.45221,0,0,Icon
1.591962,-9.97818,0,0,Icon
1.589724,-8.57608,0,0,Icon
1.58648,-6.317139,0,0,Icon
1.578178,-1.055206,0,0,Icon
1.566843,5.918247,0,0,Icon
1.556046,11.7856,0,0,Icon
1.551028,14.68623,0,0,Icon
1.548673,15.85225,0,0,Icon
1.547659,16.44143,0,0,Icon
1.548302,16.22834,0,0,Icon
1.548424,16.12975,0,0,Icon
1.548134,16.25549,0,0,Icon
1.548323,16.26422,0,0,Icon
1.548563,16.24539,0,0,Icon
1.548893,16.15942,0,0,Icon
1.54896,16.19182,0,0,Icon
1.549008,16.24012,0,0,Icon
1.549153,16.17379,0,0,Icon
1.548037,16.64754,0,0,Icon
1.546247,17.36645,0,0,Icon
1.54477,17.65551,0,0,Icon
1.542314,18.68466,0,0,Icon
1.542597,18.05782,0,0,Icon
1.543847,17.29141,0,0,Icon
1.556807,10.07015,0,0,Icon
1.580446,-4.106476,0,0,Icon
1.58799,-9.759369,0,0,Icon
1.586277,-7.505127,0,0,Icon
1.582787,-5.912842,0,0,Icon
1.572514,-3.760864,0,0,Icon
1.533212,3.967154,0,0,Icon
1.504148,21.21791,0,0,Icon
1.492838,25.622,0,0,Icon
1.487153,27.21873,0,0,Icon
1.483421,26.66669,0,0,Icon
1.481675,27.83132,0,0,Icon
1.492558,25.68977,0,0,Icon
1.492906,25.60765,0,0,Icon
1.491328,26.41679,0,0,Icon
1.491354,26.42417,0,0,Icon
1.490591,26.83535,0,0,Icon
1.490363,27.0083,0,0,Icon
1.490016,27.11534,0,0,Icon
1.489715,27.39824,0,0,Icon
1.489623,27.51861,0,0,Icon
1.489839,27.54583,0,0,Icon
1.489702,27.57695,0,0,Icon
1.489465,27.80664,0,0,Icon
1.49044,27.64001,0,0,Icon
1.491381,27.30126,0,0,Icon
1.491774,27.03236,0,0,Icon
1.491831,27.36602,0,0,Icon
1.494448,26.70517,0,0,Icon
1.498234,25.35613,0,0,Icon
1.501409,23.62058,0,0,Icon
1.500955,23.94761,0,0,Icon
1.500947,23.90319,0,0,Icon
1.5127,18.95529,1,1,Icon
1.534317,7.011381,0,0,Icon
1.54094,3.131037,0,0,Icon
1.538829,1.12604,0,0,Icon
1.525513,5.020372,0,0,Icon
1.518761,5.218105,0,0,Icon
1.522033,3.90151,0,0,Icon
1.521395,3.88402,0,0,Icon
1.520448,3.563205,0,0,Icon
1.553189,-6.376007,0,0,Icon
1.585804,-20.33261,0,0,Icon
1.568743,-14.75385,0,0,Icon
1.517696,-3.626129,0,0,Icon
1.500785,-2.433746,0,0,Icon
1.499842,-1.87616,0,0,Icon
1.500722,-2.623566,0,0,Icon
1.49845,-2.372559,0,0,Icon
1.496817,-1.719635,0,0,Icon
1.498009,-2.329559,0,0,Icon
1.49771,-2.295197,0,0,Icon
1.498462,-2.182892,0,0,Icon
1.499705,-2.015045,0,0,Icon
1.501013,-1.717041,0,0,Icon
1.502024,-1.570038,0,0,Icon
1.49876,-0.5518188,0,0,Icon
1.498924,-0.2375793,0,0,Icon
1.494667,2.323665,0,0,Icon
1.466678,18.88354,0,0,Icon
1.461496,19.67523,0,0,Icon
1.45693,21.38019,0,0,Icon
1.463476,18.57356,0,0,Icon
1.473016,15.79855,0,0,Icon
1.480801,14.55793,0,0,Icon
1.486236,12.89662,0,0,Icon
1.484914,11.69515,0,0,Icon
1.485983,11.13958,0,0,Icon
1.49283,9.694864,0,0,Icon
1.496426,9.415703,0,0,Icon
1.500693,8.462647,0,0,Icon
1.50124,8.315199,1,1,Icon
1.498815,9.071066,1,1,Icon
1.498104,9.336225,1,1,Icon
1.497273,9.377284,1,1,Icon
1.496149,9.620028,1,1,Icon
1.495779,9.668456,1,1,Icon
