x,y,z,pitch,yaw,roll,state,trigger,type
0.179288,1.67844,-0.03522213,-7.46933,-26.03238,-5.981842,1,0,Base
0.1657051,1.679325,-0.03674391,-7.052612,-28.51694,-5.766296,1,0,Base
0.1481649,1.675859,-0.03671373,-7.239899,-31.23056,-3.951538,1,0,Base
0.1355249,1.675963,-0.03315238,-8.217896,-33.43524,-2.83493,1,0,Base
0.1308889,1.676462,-0.02784833,-6.069305,-37.99374,-2.581207,1,0,Base
0.130517,1.675511,-0.02476577,-6.308563,-47.51447,-2.686188,1,0,Base
0.1348792,1.66754,-0.02703666,-4.309631,-62.90182,-1.747253,1,0,Base
0.1435199,1.672508,-0.03181451,-3.309814,-83.31613,-2.857361,1,0,Base
0.157601,1.67484,-0.03808918,-5.188019,-100.555,-4.058533,1,0,Base
0.170156,1.673797,-0.05407116,-6.623627,-115.6693,-5.396454,1,0,Base
0.1849597,1.673337,-0.07301349,-7.590088,-129.9554,-3.714813,1,0,Base
0.1906714,1.676197,-0.07890189,-7.882111,-136.739,-2.638458,1,0,Base
0.1853734,1.67837,-0.08037657,-9.811859,-138.0363,-3.891418,1,0,Base
0.1774716,1.675493,-0.07622556,-10.08087,-133.8226,-4.273376,1,0,Base
0.1683773,1.679829,-0.0622187,-8.267456,-131.2423,-3.657227,1,0,Base
0.1646089,1.675317,-0.04221153,-9.18869,-131.6521,-2.925598,1,0,Base
0.160049,1.682396,-0.02501451,-8.209259,-134.8708,-2.059418,1,0,Base
0.1647567,1.680689,-0.01898784,-6.587463,-146.1178,-1.023438,1,0,Base
0.1828345,1.67991,-0.02181969,-5.396301,-164.1064,-1.597961,1,0,Base
0.2101851,1.676683,-0.01982635,-5.685455,179.0692,-1.751221,1,0,Base
0.2396927,1.672479,-0.01337623,-6.273224,166.3565,-2.169403,1,0,Base
0.2645982,1.670919,-0.01382288,-6.578705,157.5822,-1.752289,1,0,Base
0.2885073,1.66815,-0.01616887,-6.922211,147.2569,-0.6552429,1,0,Base
0.303802,1.665836,-0.01006654,-5.71051,133.8038,-2.126129,1,0,Base
0.3073661,1.664943,0.003152309,-5.022583,121.3421,-2.539948,1,0,Base
0.2968021,1.66022,0.02057773,-2.801331,106.1172,-3.029816,1,0,Base
0.2870792,1.667023,0.03462204,-6.057983,93.69491,-3.927948,1,0,Base
0.2845911,1.662802,0.05515983,-5.517609,80.9578,-4.835022,1,0,Base
0.2839077,1.659024,0.08624024,-4.496124,67.37339,-3.57254,1,0,Base
0.2830916,1.655527,0.1167845,-3.947662,55.23161,-1.735352,1,0,Base
0.288055,1.648982,0.139456,-3.57489,46.37507,-1.024536,1,0,Base
0.2975778,1.648308,0.1485547,-2.920502,43.56139,-1.225983,1,0,Base
0.2998465,1.643889,0.1467119,-2.475616,39.14423,-2.741699,1,0,Base
0.2973055,1.643919,0.137265,-1.927551,39.52201,-3.707947,1,0,Base
0.3010562,1.648483,0.1136935,-1.746155,51.98801,-3.956665,1,0,Base
0.3081346,1.653842,0.07088474,-1.454559,77.26672,-3.891998,1,0,Base
0.2910024,1.652525,0.003424649,-0.2740479,117.9728,-4.296936,1,0,Base
0.2443998,1.655578,-0.04277433,0.09230423,155.5986,-0.939209,0,0,Base
0.1901978,1.660241,-0.05368679,0.1576115,-171.3226,0.05150254,0,0,Base
0.1544639,1.662621,-0.04036077,-0.2216187,-143.8347,-0.9402771,0,0,Base
0.1379287,1.668199,-0.01408213,-0.4631042,-119.0941,-1.888397,0,0,Base
0.1336687,1.673508,0.0194087,-3.085968,-96.05893,-2.236023,0,0,Base
0.1373328,1.670412,0.05058192,-3.223938,-79.11124,-0.6432495,0,0,Base
0.1396396,1.668129,0.07564979,-2.820374,-70.14264,-0.747406,0,0,Base
0.1426042,1.668064,0.1078385,-4.027802,-58.63303,-2.860504,0,0,Base
0.1418975,1.666942,0.1313724,-4.42392,-49.48923,-3.037323,0,0,Base
0.1367388,1.670531,0.147698,-4.297302,-40.73077,-3.575928,0,0,Base
0.1258619,1.67706,0.1547377,-4.678772,-31.0827,-3.215546,0,0,Base
0.1075905,1.671213,0.1500267,-4.968079,-23.06949,-4.066986,0,0,Base
0.07954259,1.670416,0.1349205,-4.166748,-16.02664,-5.288147,0,0,Base
0.04905065,1.676789,0.1182559,-4.356506,-10.82968,-4.887146,0,0,Base
0.02844454,1.67699,0.1067344,-5.083313,-6.48407,-4.100586,0,0,Base
0.02548725,1.676553,0.09900845,-3.467957,0.1788769,-3.961029,0,0,Base
0.03848215,1.67363,0.09222955,-4.012939,8.928933,-3.636383,0,0,Base
0.06049273,1.673787,0.08424201,-2.600769,17.6447,-3.321625,0,0,Base
0.08293366,1.68123,0.08061698,-5.61554,24.86457,-4.314911,0,0,Base
0.09473354,1.675721,0.07852742,-4.810333,28.84359,-3.57663,0,0,Base
0.09891999,1.678979,0.07952091,-3.403656,34.84435,-4.26059,0,0,Base
0.09166512,1.678595,0.08329489,-4.767242,39.82062,-3.568451,0,0,Base
0.07643047,1.674021,0.09227901,-5.098053,46.73109,-5.097778,0,0,Base
0.05923223,1.675424,0.1058347,-4.570313,54.30835,-5.399658,0,0,Base
0.04355236,1.678919,0.1159644,-4.771729,60.24843,-5.311523,0,0,Base
0.03103357,1.676795,0.1192253,-4.721497,68.21314,-6.2724,0,0,Base
0.0213831,1.67702,0.1155233,-4.071045,76.38234,-4.919128,0,0,Base
0.01498965,1.675851,0.103967,-4.120178,83.5213,-4.309418,0,0,Base
0.01135563,1.676555,0.08684731,-4.841064,90.32009,-3.810333,0,0,Base
0.01087669,1.679196,0.06413803,-4.730621,97.26859,-2.472809,0,0,Base
0.01653069,1.680814,0.04442054,-6.222107,103.4056,-2.88382,0,0,Base
0.02038108,1.675535,0.03283809,-5.503235,109.3233,-2.140625,0,0,Base
0.02407943,1.679246,0.03116174,-5.533844,116.9842,-2.288879,0,0,Base
0.02653034,1.67597,0.04053263,-5.535553,124.1124,-2.19577,1,0,Base
0.03214776,1.675268,0.05847825,-5.154419,131.856,-4.139557,1,0,Base
0.04211608,1.677328,0.08225661,-4.272736,137.1043,-4.122131,1,0,Base
0.04942073,1.679969,0.1062854,-4.792389,138.3915,-3.241943,1,0,Base
0.05201818,1.679995,0.1259373,-4.638885,136.0274,-3.81488,1,0,Base
0.0469365,1.680092,0.1399259,-4.807068,133.4974,-4.602722,1,0,Base
0.03750888,1.679079,0.1473044,-5.0047,131.4656,-4.485199,1,0,Base
0.01986459,1.678093,0.1477602,-5.921173,129.1739,-3.641724,1,0,Base
-0.001126129,1.679705,0.1361208,-5.313629,130.3672,-3.271759,1,0,Base
-0.02750001,1.681459,0.11626,-5.689575,136.9388,-2.846161,1,0,Base
-0.0513649,1.678408,0.09704734,-5.971954,144.5116,-3.174957,1,0,Base
-0.06646858,1.678928,0.08697158,-4.924774,151.067,-3.325592,1,0,Base
-0.07134512,1.681891,0.08409236,-5.523804,155.421,-2.562134,1,0,Base
-0.06743488,1.678722,0.08592626,-6.033173,159.7716,-4.132507,1,0,Base
-0.05136946,1.675401,0.09187569,-4.927155,165.4106,-5.367889,1,0,Base
-0.03149213,1.678075,0.1030613,-5.347076,172.5116,-5.039124,1,0,Base
-0.01970772,1.674182,0.1164897,-4.107239,-178.2304,-4.728027,1,0,Base
-0.01974946,1.675826,0.1273739,-4.513641,-167.0156,-5.223602,1,0,Base
-0.03525188,1.675121,0.1520098,-4.346069,-147.0336,-3.828217,1,0,Base
-0.05197074,1.673762,0.1793801,-4.541504,-133.6022,-3.002533,1,0,Base
-0.0682276,1.673509,0.207199,-5.604218,-125.0459,-2.969879,1,0,Base
-0.08688041,1.673823,0.2284895,-5.894592,-119.2365,-2.337921,1,0,Base
-0.09856749,1.679231,0.2228866,-6.74765,-123.9955,-1.446594,1,0,Base
-0.08722363,1.676308,0.1952688,-4.264679,-143.5334,-0.3773499,1,0,Base
-0.04696457,1.671211,0.1623938,-4.992828,-175.1327,-1.737335,1,0,Base
0.0109431,1.665759,0.1547999,-5.437561,152.1036,-3.541107,1,0,Base
0.05243169,1.657361,0.1705668,-5.337524,120.0449,-2.501007,1,0,Base
0.05841675,1.664198,0.1876293,-6.239655,95.87391,-0.5585327,1,0,Base
0.04307784,1.662498,0.1881583,-7.331787,79.28612,0.9346338,1,0,Base
0.02126162,1.669337,0.1728726,-5.771362,62.85022,0.7111565,1,0,Base
0.007930605,1.675877,0.1586573,-7.744324,52.52083,-1.490021,1,0,Base
-0.0009029564,1.671469,0.1555741,-7.17395,44.90422,-2.472992,1,0,Base
-0.01093187,1.664285,0.1633288,-6.538361,34.15265,-2.292175,1,0,Base
-0.01746144,1.662147,0.1832772,-6.005859,21.46907,-2.481812,1,0,Base
-0.02931298,1.649496,0.1941452,-3.516968,8.153518,-2.487549,1,0,Base
